timestamp,open,high,low,close,volume
2019-09-05 11:18:00,116.3000,116.3000,116.2000,116.2100,11893
2019-09-05 11:17:00,116.3700,116.3700,116.2900,116.3000,10088
2019-09-05 11:16:00,116.3400,116.3800,116.3400,116.3650,7399
2019-09-05 11:15:00,116.4000,116.4350,116.3400,116.3600,7020
2019-09-05 11:14:00,116.4300,116.4600,116.4111,116.4111,7688
2019-09-05 11:13:00,116.4224,116.4500,116.4200,116.4300,6840
2019-09-05 11:12:00,116.4700,116.4900,116.4400,116.4400,10890
2019-09-05 11:11:00,116.4565,116.5000,116.4565,116.4701,4937
2019-09-05 11:10:00,116.4100,116.4500,116.4020,116.4400,9214
2019-09-05 11:09:00,116.4800,116.4800,116.4222,116.4222,7669
2019-09-05 11:08:00,116.4900,116.5100,116.4800,116.4800,6007
2019-09-05 11:07:00,116.4100,116.5000,116.3900,116.5000,8659
2019-09-05 11:06:00,116.3900,116.4065,116.3700,116.3800,11840
2019-09-05 11:05:00,116.3800,116.3900,116.3600,116.3800,4438
2019-09-05 11:04:00,116.3500,116.3700,116.3400,116.3656,6698
2019-09-05 11:03:00,116.3800,116.3800,116.3100,116.3459,0
2019-09-05 11:02:00,116.4400,116.4400,116.3300,116.3900,11045
2019-09-05 11:01:00,116.4500,116.5100,116.4100,116.4400,9621
2019-09-05 11:00:00,116.4700,116.5100,116.4700,116.4800,5678
2019-09-05 10:59:00,116.3620,116.4800,116.3620,116.4600,11903
2019-09-05 10:58:00,116.4000,116.4000,116.3000,116.3600,7360
2019-09-05 10:57:00,116.4200,116.4200,116.3700,116.4000,8476
2019-09-05 10:56:00,116.4800,116.4910,116.4200,116.4200,7759
2019-09-05 10:55:00,116.3600,116.4600,116.3600,116.4600,5642
2019-09-05 10:54:00,116.4500,116.4700,116.3500,116.3800,9365
2019-09-05 10:53:00,116.4200,116.4800,116.4200,116.4400,7904
2019-09-05 10:52:00,116.4400,116.4800,116.4050,116.4400,7906
2019-09-05 10:51:00,116.3500,116.4800,116.3500,116.4502,5744
2019-09-05 10:50:00,116.3100,116.3900,116.3100,116.3700,9902
2019-09-05 10:49:00,116.3700,116.3700,116.2800,116.3300,14056
2019-09-05 10:48:00,116.3900,116.3900,116.3033,116.3500,7837
2019-09-05 10:47:00,116.4300,116.4300,116.3700,116.3750,8045
2019-09-05 10:46:00,116.4500,116.4900,116.4100,116.4200,6733
2019-09-05 10:45:00,116.4600,116.5300,116.4500,116.4500,4947
2019-09-05 10:44:00,116.5400,116.5700,116.4700,116.4700,6339
2019-09-05 10:43:00,116.4600,116.5400,116.4300,116.5400,6720
2019-09-05 10:42:00,116.4600,116.4800,116.4100,116.4500,11373
2019-09-05 10:41:00,116.4300,116.5300,116.4300,116.4600,10638
2019-09-05 10:40:00,116.5100,116.5100,116.3500,116.4250,21582
